Date,Lieu,Ville,Type,Prix,Artiste,Image
19 avr. 2023,ILLIADE,ILLKIRCH GRAFFENSTADEN,DANSE - AUTRES DANSES,8.0,CORPS IRRATIONNELS,https://static.ticketmaster.fr/static/images/vignettes/a_539242.gif
19 avr. 2023,ARCADIUM,ANNECY,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536931.gif
19 au 22 avr. 2023,GEMIER,PARIS,DANSE - DANSE CONTEMPORAINE,24.2,COMPAGNIE ARCOSM- THOMAS GUERRY,https://static.ticketmaster.fr/static/images/vignettes/a_529400.gif
19 avr. 2023,ZENITH DE DIJON,DIJON,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522930.gif
20 avr. 2023,HALLE OLYMPIQUE,ALBERTVILLE,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536929.gif
20 avr. 2023,LE PARVIS,IBOS,DANSE - FLAMENCO,12.0,IMPERFECTO,https://static.ticketmaster.fr/static/images/vignettes/a_528001.gif
20 au 21 avr. 2023,THEATRE DE SAINT-QUENTIN-EN-YVELINES,ST QUENTIN YVELINES CEDEX,DANSE - DANSE CONTEMPORAINE,14.0,QUEEN BLOOD- OUSMANE SY,https://static.ticketmaster.fr/static/images/vignettes/a_525832.gif
20 avr. 2023,LE PHARE,CHAMBERY,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522767.gif
21 avr. 2023,LE SPOT,MACON,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_537525.gif
21 avr. au 28 mai 2023,OPERA BASTILLE,PARIS,DANSE - DANSE CLASSIQUE,90.0,MAURICE BEJART,https://static.ticketmaster.fr/static/images/vignettes/a_526057.gif
23 avr. 2023,CASINO,TOULOUSE,DANSE - DANSE CLASSIQUE,29.0,LIBRE - BALLET JULIEN LESTEL,https://static.ticketmaster.fr/static/images/vignettes/a_535545.gif
25 avr. 2023,ZENITH D'AMIENS,AMIENS,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536874.gif
25 avr. 2023,LA CARAVELLE,MARCHEPRIME,DANSE - AUTRES DANSES,12.0,JE SUIS TIGRE,https://static.ticketmaster.fr/static/images/vignettes/a_534833.gif
25 avr. 2023,ARCADIUM,ANNECY,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_524435.gif
26 avr. 2023,LE KURSAAL,DUNKERQUE,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536822.gif
26 au 27 avr. 2023,MALRAUX SCENE NATIONALE,CHAMBERY,DANSE - DANSE CLASSIQUE,41.5,BALLET PRELJOCAJ,https://static.ticketmaster.fr/static/images/vignettes/a_528156.gif
